#v1	v2	v3	v4	v5	v6	v7	v8	v9	z
1.2806630792511395	-0.7934505099220879	1.6165205935536566	1.0040392380832304	-0.6767414915100418	2.5533849727178346	-0.4663531645484413	-0.6749845003342017	1.8864786950431984	1.4163770262596407
0.10989566760851782	1.522668612922675	-0.15431043018512722	-0.9925338977200971	0.008298203523855583	1.6846369550807805	-0.34411626929343464	-0.6749845003342017	-0.35848682761688117	-0.3237089361410776
-1.172442181304573	-0.0629315946359911	-0.9640880855967013	-0.8776825822248755	0.10902895180174509	1.3351118118001257	0.12170320524985996	1.4815155007335354	-0.9670344325226404	-0.8203042156636097
-1.6406728678578104	0.8637165623677243	1.4602537051704723	0.8606151594037137	1.1968945078837043	0.5728464781956712	0.9731191285935447	-0.6749845003342017	1.8692979503027396	1.7158554207472065
-1.4966927833474633	-1.52139195633993	-0.6932293001274363	-1.2183313056343783	-0.559655156560582	0.3239903989289498	-0.19027424118621522	-0.6749845003342017	-0.8498088225197485	-1.1587851538209788
-1.5914988686167753	1.2503573962892562	-0.9724584319132044	-1.0788984124677101	0.9336119254957262	-1.0602354414792803	0.6276584565883756	1.4815155007335354	-0.9576834973846665	-0.6081771228584386
-1.1531545466274928	0.35517125917244996	1.554801589048546	0.8133153223292683	-2.027411092694143	0.6865445893811605	-2.063389287699793	1.4815155007335354	1.9644308338510061	2.1217023026834423
-0.6777637231267467	-1.4272746199739403	-0.23950814056853525	-1.0886137584506188	0.5227595711320941	-1.9353195201844182	0.8345554048118239	-0.6749845003342017	-0.5431587888430418	-1.0193095817822193
-1.6613249185153274	-0.24569980040138584	-0.29116790907713497	-1.069474035388747	1.1619729866805402	0.03290446800801165	1.192874398781838	-0.6749845003342017	-0.5440450818242603	-0.784190601891126
-0.8764165483795124	1.2863323162703237	-1.4600725925866596	-1.1859499348948548	-0.6749900394419494	-0.5815856698634196	-0.9598882745378017	-0.6749845003342017	-1.1241330748951384	-0.8041947350872916
-0.2700812851337049	0.5794867618887604	-1.060224654292702	-0.8272091149608023	1.3080547933340727	0.9803594513134916	1.1429780368362132	1.4815155007335354	-1.003184278446015	-0.5432199681161214
1.538039290108729	-0.9848183407372851	0.8658133988469372	0.7761053042413877	3.099624597395185	1.351320768949906	3.261582334825103	-0.6749845003342017	0.677470072569995	0.5358526954864758
0.5686792870790865	-0.06181160020545878	0.6077278779153095	1.13699044195858	0.8134935077598301	1.3510760833026718	0.7991372400176265	1.4815155007335354	0.4173058322043169	0.5299205641551001
0.676677785452571	0.2418976757856368	-1.3093093890627199	-0.9280674665121378	-0.5124458681109945	-0.10487589237541542	-0.5596459191211416	1.4815155007335354	-1.090992976492949	-1.0755741498201346
1.6010722445911854	-0.25252411822829174	-0.27038963470337934	-0.9195942138173555	-0.4586809719302594	0.8957837857245272	-0.38330303069988947	1.4815155007335354	-0.5272979668524084	-0.5035527428804396
-0.1198932740520213	1.6598608991155062	1.7193799503456715	0.7270901514235487	0.19312668522907425	-0.5680533196360741	-0.196140314997841	-0.6749845003342017	2.5112370894347023	2.4294024832538654
-1.1865939317147072	1.2570681473489487	-0.34255428532624305	-1.1766029932504687	-1.3093508365427486	-0.24178312179164516	-1.5706250449217987	1.4815155007335354	-0.538692636876859	-0.25388823615803857
0.7514768781162658	-0.6047281510016655	-1.2701459964514306	-1.0459381631065712	-0.7189866484483759	-0.5159395959117956	-0.5525453488824936	-0.6749845003342017	-1.0833755271062202	-1.1460838863723384
-0.22113302894337122	1.0641870522075156	-0.38305078084804506	-0.8582999861089595	-0.018557465729502363	-1.0882508428540576	-0.27348521776530776	-0.6749845003342017	-0.5781583892190466	-0.43525842365598233
0.7851126635767823	0.1855532799770564	-1.4386595696964644	-1.0102584358042677	0.0066713554411444	1.704719254541679	-0.03824294877653359	-0.6749845003342017	-1.1218436858738914	-1.2721131327543067
-1.6406289871336621	0.20582515347582445	-1.322996370927137	-0.8372197090457898	-0.14781904079068153	2.185506646246177	-0.19594851911122618	1.4815155007335354	-1.0948021870942388	-0.7549706022380728
